district,city,distance,area,rating,price,facilities
Tan Binh,Ho Chi Minh City,5700,40,75,770000,"Apartments,Kitchen,City-view,Garden,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning,Private-Bathroom"
Binh Thanh,Ho Chi Minh City,3300,35,91,1150000,"Swimming-pool,Private-Bathroom,Elevator,Parking-on-site"
District 1,Ho Chi Minh City,1700,90,7,3420000,"Size,Kitchen,View,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
,Ho Chi Minh City,800,35,7,850000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning"
District 7,Ho Chi Minh City,4500,35,91,1000000,"Apartments,Kitchen,City-view,Free-WiFi,Terrace,Balcony,Free-parking,Bathtub,Air-conditioning,24-hour-front-desk"
Binh Thanh,Ho Chi Minh City,3500,35,6,900000,"Apartments,Garden,Swimming-pool,BBQ-facilities,Free-WiFi,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Baggage-storage"
Binh Thanh,Ho Chi Minh City,3600,50,7,1288888,"Size,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub,Air-conditioning"
District 1,Ho Chi Minh City,1000,55,7,1800000,"Entire-apartment,Size,Kitchen,View,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
Tan Phu District,Ho Chi Minh City,10100,45,9,924375,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,5600,50,81,1199470,"Apartments,Kitchen,City-view,Swimming-pool,Free-WiFi,Balcony,Free-parking,Air-conditioning,Private-Bathroom,Elevator"
Binh Thanh,Ho Chi Minh City,3700,55,7,1440000,"Apartments,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning"
District 2,Ho Chi Minh City,6500,80,87,1370000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 4,Ho Chi Minh City,1500,126,7,1960000,"Entire-apartment,Size,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Key-card-access"
District 4,Ho Chi Minh City,800,40,7,1790000,"Apartments,Kitchen,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
District 2,Ho Chi Minh City,5600,60,7,1500000,"Entire-apartment,Size,Kitchen,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
,Ho Chi Minh City,7800,68,7,720000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,900,60,10,2090000,"Size,Kitchen,City-view,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms"
,Ho Chi Minh City,9900,71,7,1300000,"Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Terrace,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
,Ho Chi Minh City,5700,75,7,1330000,"Apartments,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 10,Ho Chi Minh City,3100,35,81,1557589,
District 4,Ho Chi Minh City,1800,92,7,1600000,"Entire-apartment,Size,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony"
,Ho Chi Minh City,2400,60,7,1200000,"Entire-apartment,Size,Kitchen,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
District 3,Ho Chi Minh City,1700,16,85,1089400,"Apartments,Kitchen,Free-WiFi,Air-conditioning,Private-Bathroom,Key-card-access,Non-smoking-rooms"
,Ho Chi Minh City,6400,94,7,1490000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3600,109,10,2925000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
District 10,Ho Chi Minh City,3100,35,81,1557589,
District 4,Ho Chi Minh City,1000,26,7,1100000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom"
,Ho Chi Minh City,7800,68,7,720000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna"
,Ho Chi Minh City,7800,72,7,720000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna"
District 1,Ho Chi Minh City,1100,30,74,753300,"View,Garden,Swimming-pool,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
,Ho Chi Minh City,7800,68,7,720000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna"
,Ho Chi Minh City,7800,68,7,720000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna"
District 4,Ho Chi Minh City,800,87,7,2872800,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace"
Binh Thanh,Ho Chi Minh City,3500,55,91,1377500,"Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning,24-hour-front-desk"
Tan Binh,Ho Chi Minh City,5400,50,88,1150000,"Apartments,City-view,Swimming-pool,Free-WiFi,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Safe,Baggage-storage"
Binh Thanh,Ho Chi Minh City,3700,60,88,2126250,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub"
District 4,Ho Chi Minh City,1000,120,7,2303750,"Entire-apartment,Size,Kitchen,River-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace"
District 1,Ho Chi Minh City,1000,25,85,846450,"Apartments,Kitchen,Garden,Swimming-pool,Free-WiFi,Terrace,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access"
,Ho Chi Minh City,4900,18,7,440000,"Entire-apartment,Size,View,Washing-machine,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,Parking-on-site"
District 1,Ho Chi Minh City,1100,36,10,2350000,"Apartments,Kitchen,City-view,Washing-machine,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Daily-housekeeping"
District 2,Ho Chi Minh City,7500,650,1,12999999,"Entire-home,Size,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
District 2,Ho Chi Minh City,6300,65,92,2748900,"Apartments,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-parking,Bathtub"
District 7,Ho Chi Minh City,7000,400,7,8190000,"Entire-home,Size,Kitchen,View,Pet-friendly,Swimming-pool,BBQ-facilities,Free-WiFi,Terrace,Balcony"
,Ho Chi Minh City,6700,35,7,536115,"Free-WiFi,Free-parking,Private-Bathroom,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3800,82,45,1710000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
,Ho Chi Minh City,700,30,7,600000,"Entire-apartment,Size,Kitchen,Free-WiFi,Air-conditioning,Grocery-deliveries"
Tan Phu District,Ho Chi Minh City,9900,127,7,2600000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
Binh Thanh,Ho Chi Minh City,2700,54,7,1400000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
Tan Binh,Ho Chi Minh City,6100,30,67,620000,
District 3,Ho Chi Minh City,1700,180,8,2500000,"Size,Kitchen,City-view,Pet-friendly,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,5200,35,7,550000,"Apartments,Free-WiFi,Free-parking,Private-Bathroom,Daily-housekeeping,Safe,Heating"
District 2,Ho Chi Minh City,5800,70,67,1125000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Parking-on-site"
District 4,Ho Chi Minh City,1000,40,85,1150000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk"
District 4,Ho Chi Minh City,900,74,7,1881000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
,Ho Chi Minh City,3700,53,7,1680000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
Tan Binh,Ho Chi Minh City,5400,50,88,1150000,"Apartments,City-view,Swimming-pool,Free-WiFi,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Safe,Baggage-storage"
District 3,Ho Chi Minh City,1200,35,7,3500000,"Entire-apartment,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Parking-on-site"
District 2,Ho Chi Minh City,5600,78,62,1300000,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Balcony,Bathtub"
District 1,Ho Chi Minh City,800,90,97,7968329,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access"
Binh Thanh,Ho Chi Minh City,3800,55,85,1395000,"Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub"
Binh Thanh,Ho Chi Minh City,3500,50,96,1288888,"Entire-apartment,Size,Kitchen,City-view,Garden,Washing-machine,Terrace,Balcony,Bathtub,Air-conditioning"
District 5,Ho Chi Minh City,2700,20,84,617202,"Apartments,Kitchen,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Key-card-access,Baggage-storage"
District 2,Ho Chi Minh City,5800,71,10,1500000,"Apartments,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Terrace,Balcony,Air-conditioning,Private-Bathroom"
Binh Thanh,Ho Chi Minh City,3500,53,81,1194712,"Kitchen,City-view,Garden,Swimming-pool,Free-WiFi,Balcony,Bathtub,Air-conditioning,Daily-housekeeping,Non-smoking-rooms"
Phu Nhuan,Ho Chi Minh City,3300,20,7,1620000,"Entire-apartment,Size,View,Garden,Terrace,Free-parking,Air-conditioning,Private-Bathroom,Parking-on-site"
District 4,Ho Chi Minh City,1000,30,82,937500,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
District 7,Ho Chi Minh City,5800,35,7,3016966,
District 1,Ho Chi Minh City,1400,35,86,2736093,"Apartments,Swimming-pool,Free-WiFi,Private-Bathroom,24-hour-front-desk,Non-smoking-rooms,Safe,Elevator,Parking-on-site"
District 7,Ho Chi Minh City,8000,60,65,900000,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony"
District 6,Ho Chi Minh City,8400,80,7,1650000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking"
District 1,Ho Chi Minh City,1100,78,9,7105872,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning,24-hour-front-desk"
District 7,Ho Chi Minh City,4500,35,8,675000,"Apartments,Kitchen,City-view,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms"
District 4,Ho Chi Minh City,1800,70,53,1530000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 4,Ho Chi Minh City,1000,30,5,920000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk"
District 4,Ho Chi Minh City,1000,30,81,995000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3800,82,7,1700000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 2,Ho Chi Minh City,1900,100,8,1360800,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
,Ho Chi Minh City,1800,55,7,1200000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Parking-on-site"
Binh Thanh,Ho Chi Minh City,2600,50,68,960000,
Binh Thanh,Ho Chi Minh City,3500,100,7,1800000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
District 3,Ho Chi Minh City,1000,35,81,802056,
Binh Thanh,Ho Chi Minh City,3500,20,7,1910000,"Apartments,Pet-friendly,Private-Bathroom,Non-smoking-rooms,Elevator,Facilities-for-disabled-guests"
District 2,Ho Chi Minh City,8100,35,72,423225,"Apartments,Free-parking,Private-Bathroom,Parking-on-site"
District 10,Ho Chi Minh City,3300,35,78,700649,"Apartments,Kitchen,Air-conditioning,Private-Bathroom,Key-card-access,Non-smoking-rooms,Baggage-storage,Elevator"
District 4,Ho Chi Minh City,1000,74,7,1800000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,Heating"
Binh Thanh,Ho Chi Minh City,3500,53,81,1194712,"Kitchen,City-view,Garden,Swimming-pool,Free-WiFi,Balcony,Bathtub,Air-conditioning,Daily-housekeeping,Non-smoking-rooms"
District 5,Ho Chi Minh City,2900,55,86,1729000,
Binh Thanh,Ho Chi Minh City,3600,35,89,9900000,"City-view,Swimming-pool,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Safe"
District 1,Ho Chi Minh City,1600,23,73,1300000,
Binh Thanh,Ho Chi Minh City,2400,26,88,990012,"Apartments,Kitchen,Garden,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
Tan Binh,Ho Chi Minh City,4200,35,7,300000,"Entire-apartment,Pet-friendly,Balcony,Air-conditioning"
District 3,Ho Chi Minh City,1400,35,88,3234000,"Apartments,Kitchen,Swimming-pool,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
Binh Thanh,Ho Chi Minh City,3500,49,10,1261000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,300,60,7,1900000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Baggage-storage"
Tan Phu District,Ho Chi Minh City,10000,68,7,1300000,"Size,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
Tan Binh,Ho Chi Minh City,6900,35,75,537219,"Swimming-pool,Free-WiFi,Free-parking,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Elevator,Parking-on-site"
Tan Binh,Ho Chi Minh City,5900,20,7,1620000,"Entire-apartment,Size,View,Garden,Terrace,Free-parking,Air-conditioning,Private-Bathroom,Parking-on-site"
District 7,Ho Chi Minh City,3500,50,7,1120000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Free-parking,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,2900,40,9,1050000,"Apartments,Garden,Swimming-pool,BBQ-facilities,Free-WiFi,Private-Bathroom,Baggage-storage,Elevator,Parking-on-site"
District 1,Ho Chi Minh City,1100,55,88,1209000,"Apartments,Kitchen,View,Free-WiFi,Bathtub,Air-conditioning,Sauna,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms"
District 7,Ho Chi Minh City,5000,35,68,1980000,"Swimming-pool,Private-Bathroom,Parking-on-site"
District 4,Ho Chi Minh City,800,90,67,1500000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Terrace,Balcony,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3500,82,7,1500000,"Entire-apartment,Size,Kitchen,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,400,35,77,1137405,
District 4,Ho Chi Minh City,1000,35,81,927360,"Apartments,Swimming-pool,BBQ-facilities,Free-WiFi,Private-Bathroom,Non-smoking-rooms,Parking-on-site"
District 9,Ho Chi Minh City,11100,70,7,720000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 2,Ho Chi Minh City,6000,35,10,1150000,"Entire-apartment,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Free-parking,Air-conditioning,Parking-on-site"
District 7,Ho Chi Minh City,5000,77,71,1396500,"Kitchen,View,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Free-WiFi,Terrace,Balcony,Free-parking"
District 3,Ho Chi Minh City,1700,35,85,924923,
Tan Binh,Ho Chi Minh City,5500,40,7,950000,"Entire-apartment,Size,Kitchen,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Parking-on-site"
District 2,Ho Chi Minh City,5900,70,1,1250000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3400,20,89,1040000,"Apartments,Kitchen,View,Garden,Swimming-pool,Washing-machine,Private-Bathroom,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
Phu Nhuan,Ho Chi Minh City,5000,75,7,1485000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 7,Ho Chi Minh City,2600,35,55,453264,
Tan Binh,Ho Chi Minh City,5200,35,86,650000,"Entire-apartment,Swimming-pool"
Tan Binh,Ho Chi Minh City,5200,35,86,650000,"Entire-apartment,Swimming-pool"
District 4,Ho Chi Minh City,1000,45,8,855000,"Apartments,Kitchen,City-view,Washing-machine,Air-conditioning,Private-Bathroom,Elevator,Parking-on-site"
District 2,Ho Chi Minh City,5700,78,10,1150000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
District 4,Ho Chi Minh City,1000,40,7,1300000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Baggage-storage,Elevator"
Binh Thanh,Ho Chi Minh City,3500,55,86,2275000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,24-hour-front-desk"
District 7,Ho Chi Minh City,4600,35,85,896152,"Apartments,Garden,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
District 2,Ho Chi Minh City,5900,74,10,1750000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Private-Bathroom"
District 5,Ho Chi Minh City,3400,25,55,258825,"Apartments,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Elevator"
District 2,Ho Chi Minh City,5400,79,84,982080,"Apartments,Kitchen,View,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
,Ho Chi Minh City,700,30,7,540000,"Apartments,Kitchen,Free-WiFi,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,1000,28,88,1150000,"Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
District 1,Ho Chi Minh City,1300,51,84,2500000,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning,24-hour-front-desk"
District 4,Ho Chi Minh City,900,28,84,1260000,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Elevator"
Phu Nhuan,Ho Chi Minh City,3700,27,78,1013359,"Kitchen,Garden,Pet-friendly,Washing-machine,Free-WiFi,Terrace,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk"
District 10,Ho Chi Minh City,3800,35,68,775000,
District 7,Ho Chi Minh City,4500,35,58,1434079,
District 7,Ho Chi Minh City,4700,35,7,822101,
,Ho Chi Minh City,1300,0,7,1592000,"Size,Kitchen,View,Garden,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
,Ho Chi Minh City,11000,35,84,8229700,
,Ho Chi Minh City,10100,65,7,960000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Free-parking,Air-conditioning"
,Ho Chi Minh City,5000,36,7,950000,"Entire-apartment,Size,Kitchen,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3500,52,9,1250000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Parking-on-site"
District 1,Ho Chi Minh City,2400,18,85,788771,"Apartments,Kitchen,Air-conditioning,Private-Bathroom,Key-card-access,Baggage-storage"
Tan Phu District,Ho Chi Minh City,10100,71,9,1390000,"Entire-apartment,Size,Kitchen,View,Garden,Pet-friendly,Swimming-pool,Washing-machine,Terrace,Balcony"
District 1,Ho Chi Minh City,450,55,9,1602244,"Entire-apartment,Size,Kitchen,City-view,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
District 2,Ho Chi Minh City,1600,50,83,1499999,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Free-parking,Air-conditioning"
